adress_id,bezeichnung,latitude,longitude,service_id,service_kfz_parkplaetze_fuer_behinderte,service_hilfen_fuer_gehbehinderte,service_hilfen_fuer_sehbehinderte,service_hilfen_fuer_gehoerlose_und_schwerhoerige_menschen,service_bezeichnung,service_anzeigename,service_beschreibung,service_kurzbeschreibung,besondere_angebote,sonstige_angebote,altersgruppe,weitere_informationen,
1058207,"Spielplatz ""Spengelplatz""",48.20258014737789,11.582556954205003,1058208,Nein,Nein,Nein,Nein,"Spielplatz ""Spengelplatz""","Spielplatz ""Spengelplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058209,"Spielplatz ""Hartweg, ggü. Nr. 16""",48.20221867265451,11.594654088319668,1058210,Nein,Nein,Nein,Nein,"Spielplatz ""Hartweg, ggü. Nr. 16""","Spielplatz ""Hartweg, ggü. Nr. 16""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058211,"Spielplatz ""Heidepark, Keilberthstr. nördl. der Schule""",48.205772539744615,11.602832955707202,1058212,Nein,Nein,Nein,Nein,"Spielplatz ""Heidepark, Keilberthstr. nördl. der Schule""","Spielplatz ""Heidepark, Keilberthstr. nördl. der Schule""",,,Bolzplatz,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058213,"Spielplatz ""Heidepark, Paul-Hindemith-Allee""",48.20403330851057,11.604420431011851,1058214,Nein,Nein,Nein,Nein,"Spielplatz ""Heidepark, Paul-Hindemith-Allee""","Spielplatz ""Heidepark, Paul-Hindemith-Allee""",,,,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058215,"Spielplatz ""Heidepark Zentrum, Carl-Orff-Bogen nördl. Nr. 105""",48.20445969544916,11.60288345014019,1058216,Nein,Nein,Nein,Nein,"Spielplatz ""Heidepark Zentrum, Carl-Orff-Bogen nördl. Nr. 105""","Spielplatz ""Heidepark Zentrum, Carl-Orff-Bogen nördl. Nr. 105""",,,"Bolzplatz
Rodelhügel
Streetball",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058217,"Spielplatz ""Heidepark, Carl-Orff-Bogen westl. Nr. 211""",48.20517957790332,11.605622453299285,1058218,Nein,Nein,Nein,Nein,"Spielplatz ""Heidepark, Carl-Orff-Bogen westl. Nr. 211""","Spielplatz ""Heidepark, Carl-Orff-Bogen westl. Nr. 211""",,,Streetball,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058219,"Spielplatz ""Wallnerstr., südl. Baggersee""",48.21234955907795,11.636394259175615,1058220,Nein,Nein,Nein,Nein,"Spielplatz ""Wallnerstr., südl. Baggersee""","Spielplatz ""Wallnerstr., südl. Baggersee""",,,"Bolzplatz
Sommerstockbahn
Streetball",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058221,"Spielplatz ""Paul-Hindemith-Allee""",48.20158388004018,11.606093952644455,1058222,Nein,Nein,Nein,Nein,"Spielplatz ""Paul-Hindemith-Allee""","Spielplatz ""Paul-Hindemith-Allee""",,,,,"Kleinkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058223,"Spielplatz ""Heidemannstr., nahe Schlößlanger      """,48.20021291263304,11.610207434819571,1058224,Nein,Nein,Nein,Nein,"Spielplatz ""Heidemannstr., nahe Schlößlanger      ""","Spielplatz ""Heidemannstr., nahe Schlößlanger      """,,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058227,"Spielplatz ""Sondermeierst. östl., am Schwabinger Bach""",48.190368746828234,11.624794356354878,1058228,Nein,Nein,Nein,Nein,"Spielplatz ""Sondermeierst. östl., am Schwabinger Bach""","Spielplatz ""Sondermeierst. östl., am Schwabinger Bach""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058229,"Spielplatz ""Grohplatz""",48.189229264409654,11.617405411532546,1058230,Nein,Nein,Nein,Nein,"Spielplatz ""Grohplatz""","Spielplatz ""Grohplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058231,"Spielplatz ""Kollwitzstr., ggü. Nr. 31""",48.197569343615335,11.589632857761218,1058232,Nein,Nein,Nein,Nein,"Spielplatz ""Kollwitzstr., ggü. Nr. 31""","Spielplatz ""Kollwitzstr., ggü. Nr. 31""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058233,"Spielplatz ""Mettenleiterplatz""",48.195562739362266,11.586810652772641,1058234,Nein,Nein,Nein,Nein,"Spielplatz ""Mettenleiterplatz""","Spielplatz ""Mettenleiterplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058235,"Spielplatz ""Rothpletzstr.""",48.198764568012905,11.581888400659041,1058236,Nein,Nein,Nein,Nein,"Spielplatz ""Rothpletzstr.""","Spielplatz ""Rothpletzstr.""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058237,"Spielplatz ""Sudetendeutschestr., Ecke Kaadener Str.""",48.196557664377714,11.578449303187,1058238,Nein,Nein,Nein,Nein,"Spielplatz ""Sudetendeutschestr., Ecke Kaadener Str.""","Spielplatz ""Sudetendeutschestr., Ecke Kaadener Str.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058239,"Spielplatz ""Aussiger Platz Mitte""",48.19866198476854,11.575970345385713,1058240,Nein,Nein,Nein,Nein,"Spielplatz ""Aussiger Platz Mitte""","Spielplatz ""Aussiger Platz Mitte""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058241,"Spielplatz ""Buhlstr.""",48.194675597892704,11.5753306413736,1058242,Nein,Nein,Nein,Nein,"Spielplatz ""Buhlstr.""","Spielplatz ""Buhlstr.""",,,Bolzplatz,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058243,"Spielplatz ""Eberwurzstr., südl. Sportanlage, Bolzplatz """,48.19692880135353,11.555188501116085,1058244,Nein,Nein,Nein,Nein,"Spielplatz ""Eberwurzstr., südl. Sportanlage, Bolzplatz ""","Spielplatz ""Eberwurzstr., südl. Sportanlage, Bolzplatz """,,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058245,"Spielplatz ""Eberwurzstr., westl. Sportanlage, Spielbereich""",48.19783402464492,11.55438701942717,1058246,Nein,Nein,Nein,Nein,"Spielplatz ""Eberwurzstr., westl. Sportanlage, Spielbereich""","Spielplatz ""Eberwurzstr., westl. Sportanlage, Spielbereich""",,,"Bolzplatz
Rodelhügel",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058247,"Spielplatz ""Krempelhuberplatz Nord""",48.19617291788739,11.543586499062563,1058248,Nein,Nein,Nein,Nein,"Spielplatz ""Krempelhuberplatz Nord""","Spielplatz ""Krempelhuberplatz Nord""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058249,"Spielplatz ""Lerchenauer See (Südufer)""",48.194497146875484,11.536082287874422,1058250,Nein,Nein,Nein,Nein,"Spielplatz ""Lerchenauer See (Südufer)""","Spielplatz ""Lerchenauer See (Südufer)""",,,Rodelhügel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058251,"Spielplatz ""Am Schnepfenweg, westl. der Schule""",48.20048888128812,11.521243955921785,1058252,Nein,Nein,Nein,Nein,"Spielplatz ""Am Schnepfenweg, westl. der Schule""","Spielplatz ""Am Schnepfenweg, westl. der Schule""",,,Bolzplatz,Tischtennis,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058253,"Spielplatz ""Spiegelbergstr.""",48.20128594659608,11.465327013566451,1058254,Nein,Nein,Nein,Nein,"Spielplatz ""Spiegelbergstr.""","Spielplatz ""Spiegelbergstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058255,"Spielplatz ""Von-Reuter-Str., Ecke Angerlohstr.""",48.18961859564805,11.474432635406648,1058256,Nein,Nein,Nein,Nein,"Spielplatz ""Von-Reuter-Str., Ecke Angerlohstr.""","Spielplatz ""Von-Reuter-Str., Ecke Angerlohstr.""",,,"Bolzplatz
Rodelhügel",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058257,"Spielplatz ""Am Lochholz, Ecke Karl-Hänel-Str.""",48.19994257359035,11.447476213699707,1058258,Nein,Nein,Nein,Nein,"Spielplatz ""Am Lochholz, Ecke Karl-Hänel-Str.""","Spielplatz ""Am Lochholz, Ecke Karl-Hänel-Str.""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058259,"Spielplatz ""Servetstr., Ecke Kleselstr.""",48.19860659289219,11.4558711803226,1058260,Nein,Nein,Nein,Nein,"Spielplatz ""Servetstr., Ecke Kleselstr.""","Spielplatz ""Servetstr., Ecke Kleselstr.""",,,"Rodelhügel
Sommerstockbahn
Streetball",Kneippanlage,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058261,"Spielplatz ""Paul-Ehrlich-Weg, Ecke Servetstr.""",48.195338146489135,11.456954941340566,1058262,Nein,Nein,Nein,Nein,"Spielplatz ""Paul-Ehrlich-Weg, Ecke Servetstr.""","Spielplatz ""Paul-Ehrlich-Weg, Ecke Servetstr.""",,,Wasserspiel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058263,"Spielplatz ""Paul-Ehrlich-Weg 48""",48.19222082698063,11.446335156381211,1058264,Nein,Nein,Nein,Nein,"Spielplatz ""Paul-Ehrlich-Weg 48""","Spielplatz ""Paul-Ehrlich-Weg 48""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058265,"Spielplatz ""Gleichplatz""",48.18941350986417,11.451677965902558,1058266,Nein,Nein,Nein,Nein,"Spielplatz ""Gleichplatz""","Spielplatz ""Gleichplatz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058267,"Spielplatz ""Brückestr.""",48.183880404618776,11.443721801101022,1058268,Nein,Nein,Nein,Nein,"Spielplatz ""Brückestr.""","Spielplatz ""Brückestr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058269,"Spielplatz ""Karl-Rahner-Str.""",48.177711624610446,11.462788461645108,1058270,Nein,Nein,Nein,Nein,"Spielplatz ""Karl-Rahner-Str.""","Spielplatz ""Karl-Rahner-Str.""",,,Rodelhügel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058271,"Spielplatz ""Megerlestr.""",48.176315563330625,11.474017157310417,1058272,Nein,Nein,Nein,Nein,"Spielplatz ""Megerlestr.""","Spielplatz ""Megerlestr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058273,"Spielplatz ""Rueßstr., Angerlohe""",48.18607616233772,11.482578405724148,1058274,Nein,Nein,Nein,Nein,"Spielplatz ""Rueßstr., Angerlohe""","Spielplatz ""Rueßstr., Angerlohe""",,,Rodelhügel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058275,"Spielplatz ""Manzostr. 105""",48.18387687193617,11.487509096818627,1058276,Nein,Nein,Nein,Nein,"Spielplatz ""Manzostr. 105""","Spielplatz ""Manzostr. 105""",,,"Rodelhügel
Sommerstockbahn",,"Kleinkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058277,"Spielplatz ""Hitlstr. (Nordteil)""",48.182761926888446,11.481535891567201,1058278,Nein,Nein,Nein,Nein,"Spielplatz ""Hitlstr. (Nordteil)""","Spielplatz ""Hitlstr. (Nordteil)""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058279,"Spielplatz ""Hitlstr. (Südteil)""",48.18074781515905,11.481623414287418,1058280,Nein,Nein,Nein,Nein,"Spielplatz ""Hitlstr. (Südteil)""","Spielplatz ""Hitlstr. (Südteil)""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058281,"Spielplatz ""In den Kirschen, Bolzplatz""",48.1695663360191,11.509727272132096,1058282,Nein,Nein,Nein,Nein,"Spielplatz ""In den Kirschen, Bolzplatz""","Spielplatz ""In den Kirschen, Bolzplatz""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058283,"Spielplatz ""Leidingerplatz""",48.17374027976202,11.509969888871659,1058284,Nein,Nein,Nein,Nein,"Spielplatz ""Leidingerplatz""","Spielplatz ""Leidingerplatz""",,,Rodelhügel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058285,"Spielplatz ""Simmerleinplatz""",48.17441751393897,11.506400335813796,1058286,Nein,Nein,Nein,Nein,"Spielplatz ""Simmerleinplatz""","Spielplatz ""Simmerleinplatz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058287,"Spielplatz ""Karl-Lipp-Str.""",48.178144028140046,11.509269089662602,1058288,Nein,Nein,Nein,Nein,"Spielplatz ""Karl-Lipp-Str.""","Spielplatz ""Karl-Lipp-Str.""",,,,Erwachsenenspiel,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058289,"Spielplatz ""Glogauer Platz""",48.18186646943851,11.498650313025944,1058290,Nein,Nein,Nein,Nein,"Spielplatz ""Glogauer Platz""","Spielplatz ""Glogauer Platz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058291,"Spielplatz ""Ohlauer Str., Spielbereich""",48.1850782430138,11.500985962719776,1058292,Nein,Nein,Nein,Nein,"Spielplatz ""Ohlauer Str., Spielbereich""","Spielplatz ""Ohlauer Str., Spielbereich""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058293,"Spielplatz ""Ohlauer Str., Tischtennis""",48.18582407419601,11.500844245043103,1058294,Nein,Nein,Nein,Nein,"Spielplatz ""Ohlauer Str., Tischtennis""","Spielplatz ""Ohlauer Str., Tischtennis""",,,,Tischtennis,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058295,"Spielplatz ""Eggmühler Str., Ecke Hänelstr.""",48.18607449944744,11.508884163393928,1058296,Nein,Nein,Nein,Nein,"Spielplatz ""Eggmühler Str., Ecke Hänelstr.""","Spielplatz ""Eggmühler Str., Ecke Hänelstr.""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058297,"Spielplatz ""Günzburger Platz""",48.18572443065093,11.506937449546687,1058298,Nein,Nein,Nein,Nein,"Spielplatz ""Günzburger Platz""","Spielplatz ""Günzburger Platz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058299,"Spielplatz ""Merseburger Str., an der Görlitzer Str., nördl. Nr. 59""",48.18613000330291,11.513483107624973,1058300,Nein,Nein,Nein,Nein,"Spielplatz ""Merseburger Str., an der Görlitzer Str., nördl. Nr. 59""","Spielplatz ""Merseburger Str., an der Görlitzer Str., nördl. Nr. 59""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058301,"Spielplatz ""Naumburger Str.""",48.184415585076955,11.51426586517053,1058302,Nein,Nein,Nein,Nein,"Spielplatz ""Naumburger Str.""","Spielplatz ""Naumburger Str.""",,,Rodelhügel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058303,"Spielplatz ""Nanga-Parbat-Str.""",48.17655624050254,11.514461028996857,1058304,Nein,Nein,Nein,Nein,"Spielplatz ""Nanga-Parbat-Str.""","Spielplatz ""Nanga-Parbat-Str.""",,,Rodelhügel,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058305,"Spielplatz ""Amphionpark, Templestr., Bolzplatz""",48.17402435677607,11.515466430697781,1058306,Nein,Nein,Nein,Nein,"Spielplatz ""Amphionpark, Templestr., Bolzplatz""","Spielplatz ""Amphionpark, Templestr., Bolzplatz""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058307,"Spielplatz ""Amphionpark, Templestr., Buddelkasten""",48.17441682000224,11.51683419805527,1058308,Nein,Nein,Nein,Nein,"Spielplatz ""Amphionpark, Templestr., Buddelkasten""","Spielplatz ""Amphionpark, Templestr., Buddelkasten""","<style type=""text/css"">
P { margin-bottom: 0.21cm; }</style>
<p style=""margin-bottom: 0cm"">
&nbsp;</p>
",,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058309,"Spielplatz ""Amphionpark, Templestr., Spielbereich""",48.17464000711697,11.516442177183556,1058310,Nein,Nein,Nein,Nein,"Spielplatz ""Amphionpark, Templestr., Spielbereich""","Spielplatz ""Amphionpark, Templestr., Spielbereich""",,,,Tischtennis,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058311,"Spielplatz ""Amphionpark, Templestr., Tischtennis""",48.174582204550084,11.515528410184917,1058312,Nein,Nein,Nein,Nein,"Spielplatz ""Amphionpark, Templestr., Tischtennis""","Spielplatz ""Amphionpark, Templestr., Tischtennis""",,,,Tischtennis,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058313,"Spielplatz ""Mettenanlage, Kleinkinderspielplatz""",48.16791917251431,11.511517558773516,1058314,Nein,Nein,Nein,Nein,"Spielplatz ""Mettenanlage, Kleinkinderspielplatz""","Spielplatz ""Mettenanlage, Kleinkinderspielplatz""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058315,"Spielplatz ""Mettenanlage, Laube, Streetball, Tischtennis""",48.168520789375556,11.511296746384147,1058316,Nein,Nein,Nein,Nein,"Spielplatz ""Mettenanlage, Laube, Streetball, Tischtennis""","Spielplatz ""Mettenanlage, Laube, Streetball, Tischtennis""",,,Streetball,Tischtennis,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058317,"Spielplatz ""Mettenanlage, Großer Spielplatz""",48.16806186174531,11.511233880853743,1058318,Nein,Nein,Nein,Nein,"Spielplatz ""Mettenanlage, Großer Spielplatz""","Spielplatz ""Mettenanlage, Großer Spielplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058319,"Spielplatz ""Homerstr.""",48.16909471228862,11.530341869107515,1058320,Nein,Nein,Nein,Nein,"Spielplatz ""Homerstr.""","Spielplatz ""Homerstr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058321,"Spielplatz ""Hengelerstr., Bolzplatz""",48.17130519024501,11.536533242082934,1058322,Nein,Nein,Nein,Nein,"Spielplatz ""Hengelerstr., Bolzplatz""","Spielplatz ""Hengelerstr., Bolzplatz""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058323,"Spielplatz ""Hengelerstr. Ost""",48.17115468936153,11.537126169044553,1058324,Nein,Nein,Nein,Nein,"Spielplatz ""Hengelerstr. Ost""","Spielplatz ""Hengelerstr. Ost""",,,"Bodenschach
Rodelhügel",,"Kleinkinder
Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058325,"Spielplatz ""Hengelerstr. West""",48.171271985259054,11.532768979232227,1058326,Nein,Nein,Nein,Nein,"Spielplatz ""Hengelerstr. West""","Spielplatz ""Hengelerstr. West""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058327,"Spielplatz ""Seydlitzplatz""",48.17907929093645,11.52425347779887,1058328,Nein,Nein,Nein,Nein,"Spielplatz ""Seydlitzplatz""","Spielplatz ""Seydlitzplatz""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058329,"Spielplatz ""Claudiusplatz Süd""",48.18054092822739,11.52539643810297,1058330,Nein,Nein,Nein,Nein,"Spielplatz ""Claudiusplatz Süd""","Spielplatz ""Claudiusplatz Süd""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058331,"Spielplatz ""Claudiusplatz  Nord""",48.18150256740921,11.525239649992372,1058332,Nein,Nein,Nein,Nein,"Spielplatz ""Claudiusplatz  Nord""","Spielplatz ""Claudiusplatz  Nord""",,,Rodelhügel,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058333,"Spielplatz ""Bingener Str., Ecke Feldmochinger Str.""",48.182610986345516,11.52143713968195,1058334,Nein,Nein,Nein,Nein,"Spielplatz ""Bingener Str., Ecke Feldmochinger Str.""","Spielplatz ""Bingener Str., Ecke Feldmochinger Str.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058335,"Spielplatz ""Dresdner Str., bei Nr. 94""",48.18644602669293,11.515914359778451,1058336,Nein,Nein,Nein,Nein,"Spielplatz ""Dresdner Str., bei Nr. 94""","Spielplatz ""Dresdner Str., bei Nr. 94""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058337,"Spielplatz ""Merseburger Str. (Spielbereich Ost)""",48.18765763390456,11.51746306596681,1058338,Nein,Nein,Nein,Nein,"Spielplatz ""Merseburger Str. (Spielbereich Ost)""","Spielplatz ""Merseburger Str. (Spielbereich Ost)""",,,,,"Schulkinder
Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058339,"Spielplatz ""Merseburger Str.(Spielbereich West)""",48.18751567996731,11.51578325740577,1058340,Nein,Nein,Nein,Nein,"Spielplatz ""Merseburger Str.(Spielbereich West)""","Spielplatz ""Merseburger Str.(Spielbereich West)""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058341,"Spielplatz ""Merseburger Str. (Tischtennis)""",48.186634464639276,11.517956817980128,1058342,Nein,Nein,Nein,Nein,"Spielplatz ""Merseburger Str. (Tischtennis)""","Spielplatz ""Merseburger Str. (Tischtennis)""",,,,"Boule
Tischtennis","Jugendliche
Erwachsene",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058343,"Spielplatz ""Feldmochinger Str. (S-Bahn), Ecke Triebstr.""",48.187680003478775,11.522829070082144,1058344,Nein,Nein,Nein,Nein,"Spielplatz ""Feldmochinger Str. (S-Bahn), Ecke Triebstr.""","Spielplatz ""Feldmochinger Str. (S-Bahn), Ecke Triebstr.""",,,"Bolzplatz
Streetball",,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058345,"Spielplatz ""Triebstr., ggü. Hausnr. 15 (Bolzplätze) """,48.18677055091832,11.531310319623005,1058346,Nein,Nein,Nein,Nein,"Spielplatz ""Triebstr., ggü. Hausnr. 15 (Bolzplätze) ""","Spielplatz ""Triebstr., ggü. Hausnr. 15 (Bolzplätze) """,,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058347,"Spielplatz ""Pelkovenstr., Ecke Oskar-Barnack-Str.""",48.18140086221302,11.531144046145487,1058348,Nein,Nein,Nein,Nein,"Spielplatz ""Pelkovenstr., Ecke Oskar-Barnack-Str.""","Spielplatz ""Pelkovenstr., Ecke Oskar-Barnack-Str.""",,,"Bolzplatz
Rodelhügel",,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058349,"Spielplatz ""Anhalter Platz""",48.187385105455185,11.561753429039285,1058350,Nein,Nein,Nein,Nein,"Spielplatz ""Anhalter Platz""","Spielplatz ""Anhalter Platz""",,,"Bolzplatz
Skateanlage
Streetball",Tischtennis,"Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058351,"Spielplatz ""Motorstr. 43""",48.18756941397742,11.56292193335438,1058352,Nein,Nein,Nein,Nein,"Spielplatz ""Motorstr. 43""","Spielplatz ""Motorstr. 43""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058353,"Spielplatz ""Milbertshofener Platz, östl. der Kirche""",48.18430557501684,11.565491365627432,1058354,Nein,Nein,Nein,Nein,"Spielplatz ""Milbertshofener Platz, östl. der Kirche""","Spielplatz ""Milbertshofener Platz, östl. der Kirche""",,,,,"Kleinkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058355,"Spielplatz ""Hirschkäferweg""",48.18226309118996,11.565226200520195,1058356,Nein,Nein,Nein,Nein,"Spielplatz ""Hirschkäferweg""","Spielplatz ""Hirschkäferweg""",,,,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058357,"Spielplatz ""Korbinianplatz West""",48.185624921920294,11.569568607632707,1058358,Nein,Nein,Nein,Nein,"Spielplatz ""Korbinianplatz West""","Spielplatz ""Korbinianplatz West""",,,,,"Kleinkinder
Schulkinder",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058359,"Spielplatz ""Korbinianplatz Ost (Bolzplatz)""",48.18547177234756,11.571909939169963,1058360,Nein,Nein,Nein,Nein,"Spielplatz ""Korbinianplatz Ost (Bolzplatz)""","Spielplatz ""Korbinianplatz Ost (Bolzplatz)""",,,Bolzplatz,,Jugendliche,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058361,"Spielplatz ""Korbinianplatz Ost (Spielbereich)""",48.18549679998884,11.571385236602424,1058362,Nein,Nein,Nein,Nein,"Spielplatz ""Korbinianplatz Ost (Spielbereich)""","Spielplatz ""Korbinianplatz Ost (Spielbereich)""",,,,,"Kleinkinder
Schulkinder
Jugendliche",http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
1058363,"Spielplatz ""Keferloherstr., Ecke Korbinianstr.""",48.18160589028645,11.569830815155148,1058364,Nein,Nein,Nein,Nein,"Spielplatz ""Keferloherstr., Ecke Korbinianstr.""","Spielplatz ""Keferloherstr., Ecke Korbinianstr.""",,,,,Kleinkinder,http://www.muenchen.de/dienstleistungsfinder/muenchen/10139261/,
